content,score
Ok,5
👌,5
Jelek,1
Perasaan tidak pernah ganti pasword... tp sll gagal masuk .. aplg verifikasi berkali2 gagal (gambar katak),1
Bingung banget mau login ulang gimana.. Selalu nama atau pass salah.. Padahal udah diulang berkali2 dengan pass yang betul,1
Ok,5
Sippplahhhh,5
Tq bravo,5
luar biasa Elegan,5
Membantu sekali dan mempermudah dalam hal link mencari informasi ke seluruh penjuru dunia,5
Semoga mudah dan cepat diperngerti,5
Pernah bekerja sebagai akuntan di PT Bank Danamon Indonesia,5
Bagus,5
informasi tentang job,5
Bahasa asing saya tidak mengerti.,1
Josss,5
Good app,5
Sangat membanth,5
Daftar akun verifikasinya kek ajg !!,1
Kenapa setiap pake aplikasinya suruh login berulang kali ya. Udah login disuruh login lagi terus menerus,1
Semoga bermanfaat.. saya kasi bintang 5 sekalian,5
"Bintang 1000, menjadikan perjalanan karir dengan cara yang mudah dan menyenangkan",5
menunjang karir untuk masa depan,5
Good,5
"Senior General Manager....manage all aspects to build the prospectus high rise, landed, and commercial properties.",5
Jgn di donlot verifikasi nya gila,1
Ooow,5
I got job from this app 🥰,5
Verifikasinya susah gambar mengarah keatas bolak - balik GK bisa Repot ini apps,1
So,5
Top,5
Bagus,5
Good,5
Aplikasi terkampret yg prnah gw downloadm..mau verifikasi aja susah nya minta ampun pakai kuis segala nebak hewan menghadap ke atas..udah benar semua..pas terakhir salah..ulang lagi dari awal...hidup udah ribet jadi makin ribet...,1
"Aplikasinya bikin ketagihan bagi kami pencari kerja, semoga cepat dapat panggilan kerja bagi kami yang sering buka aplikasi ini 🙏",5
Top,5
Keren,5
Gak tau,3
"Kebanyakan loker ngga jelas,hampir rata2 yayasan semua",1
Mantap,5
Taiiiii,1
👍👍👍,5
Nice sytem,5
Mudah digunakan,5
"Semoga bisa bekerja dengan baik, bisa memudahkan saya berkomunikasi secara efektif",5
Bagus,5
Mau nyari lowongan pun dipersulit dengan verifikasi,1
"Good app, i hope more better of future.",5
Bagus👍,5
Terima kasih aplikasi,5
Aku mau masuk tapi harus update tapi aku udh update tin apk ini ayoo,3
Mantap,5
survivor,5
Top aaja😉,5
"Tiba2 di bilang pasword salah, padahal tidak pernah mengubah pasword. Langsung klik lupa pasword terus minta kode autentifikasi. Udah pake aplikasi dari google hingga miscrosoft authenticator sesuai penunjuk, kode selalu dinyatakan salah. Gimana ini min. Hub kontak linkedin yang ada malah tidak ada respons.",1
Bagus,5
👌👍,5
Mantap,4
Banyak informasi bermanfaat untuk dunia pekerja dan usaha,5
"Apkne kok ruwet mas, sng gena ae",1
Good Jobs...👍,5
Blm terbukti,5
Mantap,5
Occ,5
Kok halaman tidak tersedia ???,1
Loadingnya lambat!,1
Good,5
Bagus,4
Bagus dan praktis,5
"NIH APLIKASI APAANSIH? PILIH GAMBAR YANG MENGHADAP KEATAS, KAGA BISA BIDA AJGG, SAMPAH BANGET",1
Gaei,5
Good aplikasi,4
Ok,5
Bermanfaat,5
bagus,5
Mantap,5
Bagus,5
Good day,5
🙃😜,5
Goood,3
Great job,4
Ok,5
Good,5
Aplikasi yg sangat bermanfaat 👍,5
Linked id bobrok ga bisa log in,1
"Gambar tidak jelas verifikasi gagal teruuuuus,",1
Bagus,5
Bagus,5
Manteeb bangett,5
"Susah verifkasi,yo mumet minn",1
Bagussss,3
Ok,5
Aplikasi yang sangat bagus dan sangat bermanfaat bagi saya dan sesama seprofesi saya yaitu sebagai pelaut aplikasi LinkedIn ini sangat bermanfaat,5
"luar biasa,hebat,kita,saya pribadi merasakannya,kita bisa terhubung dengan banyak teman yg beragam latar belakang pekarjaan,kehidupan,ekonomi,ws pokoke top markotop",5
"Kode verifikasinya ribet, rancu",1
Mantap,5
Mantap 👍,5
Sangat berguna untuk mempromosikan diri... Disamping juga untuk menambah rekan dan sahabat 👍,4
Ok,5
Good aplication,5
Masih ada 30% loker palsu atau penipuan yg mengatasnamakan PT A dan B jadi tolong untuk filterisasi jangan merekomendasikan loker bodong,1
Good,5
Terimakasih sudah sangat membantu,5
Mantap,5
Mantul,5
Ok,5
"Cook training dan commis di Oberoi hotel 2 tahun ,sebagai commis di carnival Cruise Line satu kontrak , bekerja di river Cruise Line 3 kontrak jadi demi chef de parties",5
Apk tidak jelas,1
Ix,5
"Min tolonggggggggg 10x lebih coba verivikasi gagal terus help!!!!!!!!!!!!!!!!, ""Mari kita lakukan pemeriksaan keamanan cepat"", ini mah gak cepat udah 2 hari belum bisa dibuka-buka Padahal udah jelas-jelas bener tapi gagal terus ini servernya bermasalah.",1
good,5
Oke,5
Ok punya,5
Great App,5
Good,5
Jainalktbr,5
Nice,5
Excellent,5
Oke,5
Agak kurang suka sama linkedin sekarang karena sering dijadikan tempat jualan produk :(,3
Udh ngisi kode tpi terus terusan diulang coba perbaikin dong bug nya,1
Bagus dan cukup membantu,5
Susah banget buat masuk apk nya Gak suka,1
"Tidak bisa Login , user and pass sudah bener",1
Mantap,4
Oke,5
Amazing!,5
Sangat membantu dalam mencari relasi dan pekerjaan,5
Good,5
Always be communication to others one. And believe in and believe in good body. Jaringan yang empuk dan strategi perjumpaan dalam hubungan antar warga Jawaban dari penjaringan maupun dari dalam yaitu luar dalam nyata betul. Tunjukkan jumlah hal probadi atau wewenang dalam pemikiran yang sangat. Cari yang berpikiran positif dan sejuk iman dan motivasi yang kuat.,1
"Buat yg nanya cara verifikasi nya, makanya fokus baca baik, kalau verifikasi aja males gmn kedepannya Yg dimaksud menghadap keatas itu gambar yg posisinya berdiri, bukan yg kesamping/kebawah, kalau masih ga paham berarti otaknya beneran di dengkul",5
Kurang berguna,4
Mantap,2
Teka teki nya menyulitkan. Tidak bisa masuk,1
Verifikasi gambar terossssssss 😠,1
Ribet verifikasinya!!,1
Ok,5
GOOD,5
Gooood,5
"Aplikasi untuk mempermudah mencari lowongan pekerjaan, malah mempersulit dengan teka teki",1
Gajelas mau login malah verif muli,2
optimal,5
Good app,5
TDK membantu sama sekali,1
Good,5
Gjls verifikasinya,1
nice,5
Mantap,5
Ajg ni apl,1
Ok,5
Saya baru coba semoga bagus,5
Pengalaman sebagai spv sales dan oprasional manager di perusahaan fcmg,4
Ok,4
Good,5
Sip lah,5
Mmo L mo . Iya...nmkl . nn mk,5
Pendidikan,5
Belum pernah ada respon positif,2
Tidak bisa verifikasi salah terus terlalu sulit,1
Cerita gk jelas,1
Ayo bro download Linkedln bebarengan...,5
Mantap,5
Aplikasi bagus untuk dunia kerja menambah koneksi,5
Sangat membantu,4
Good,5
Thank's Linkedln,5
"Kgk guna di perbaruhi,bukannya makin bagus malah makin jelek dan susah di gunakan",1
Aplikasi buang2 waktu verifikasi nya!!!,1
"“Barangsiapa yang memberi kemudharatan kepada seorang muslim, maka Allah akan memberi kemudharatan kepadanya, barangsiapa yang merepotkan (menyusahkan) seorang muslim maka Allah akan menyusahkan dia.” (Hadits riwayat Abu Dawud nomor 3635, At Tirmidzi nomor 1940 dan dihasankan oleh Imam At Tirmidzi).",1
Jelek bgt gak bisa registrasi verifikasi nya sangat gak support,1
Saya suka Masi di Linkedln in,5
Ok,5
Mantap,5
Verifikasi tertolol,1
"Gak bisa kirim pesan,masa harus upgrade ke premium dulu,mana mahal juga",2
Gak faham,5
Bagus bangeut,5
Nyusahin. Teka teki gambarnya bikir ribet.,1
bagus,5
Saya tidak mengalami apapun masa - alah nya semua berjalan dengan lancar,5
ok dech siip,5
Ok,5
Great aps,5
bagus sekali,5
Ok,5
Why must the verification be so complicated and confusing?,1
Good job..,5
Jajajaja,5
Ok,5
👍,5
Sangat puas,4
x. xc..,4
Tetap susah cari kerja,3
good,5
Mempunyai banyak manfaat dalam mencari pekerjaan,5
Terimakasih,5
Aplikasi luar biasa,5
Bagus bnget,5
Ok,5
Verifikasi menyulitkan,1
Ini apk gimana siii mau verifikasi aj terahirnya salah mulu pdhal udah bener,1
"Ribet bgt mau verifikasi, selalu salah di akhir. Ngulang berkali², ujung²nya gagal juga hadeh",1
Good,5
Ok,5
Good,5
Bagus bisa membantu,5
Oke,5
Good,4
Ok,4
Ok,5
Sistem keamanan perlu diperbaiki,1
Lumayan,5
Lebih baik aplikasi LUMINA,1
Sangat baik,5
keren,5
teka teki sesat,1
Sangat membantu buat temen 2 postingan supaya tidak stres apa 2 mahal apa yang kita lakukan .? Untuk jenjang anak cucu ki te,3
Udah ceklis dah bener jawaban teka teki nya tapi malah disuruh verifikasi lg trus2an.. knapa sih mesti ribet gitu pilih2 gambar hewan ngadep ke atas??? Jelekkkk bngeeettttt apk ini.. mesti gimna coba buat bikin akun di linkedin nya???,1
Jelek,5
Mantap,5
Bagus,5
Tetap tingkatkan kualitas dan kuantitas untuk memuaskan kebutuhan para pelanggan 👍🏻👍🏻👍🏻. Terima Kasih,5
Cukup baik dan membantu untuk menemukan informasih terhadap pencari kerja tetapi mohon jangan terlalu banyak persoalan untuk menyulitkan,2
Suka,5
so good is very good,5
Ok juga untuk informasi,5
ok,5
Good job,5
Alhamdulillah. suami dapat kerja dari aplikasi LinkedIn ini.,5
Ok,5
Bekrja.di PTALM.RUGIsbagai mnijr mrangkap.dngan.skrtariat,5
"Ĺq,q",3
Top ok,3
Good,5
Bermanfaat untuk saling tukar berbisnis,5
Untuk bisa log saya harus memikirkan badak menghadap ke mana?,1
"Tidak bisa ganti kata sandi,, selalu minta kode autentifikasi",1
Bertebaran kawan lama dan baru...,5
Ok,5
Good,5
"Teka teki, sulit (ga jelas👎)",1
Ok,5
"Susah verfikasi ,ribet amat",1
Informasi nya keren,5
Goood,5
Semoga berkah,5
Sangat membantu,5
Sangat membantu para jobseker,5
Ok,4
Lalot,1
Tahun 2003 Perintis dan Pendiri Pasar lelang Agro Jawa Barat 2005-2010 Badan ketahanan Pangan sbg kelompok kerja Khusus 2014 Pendiri Koprasi Pasar Lelang Agro Provinsi Jawa Barat,5
Tq for job,5
Aplikasi SAMPAH.. MAU LOGIN AJA SUSAH AMAT.. VERIVIKASI NYA KAYAK SAMPAH...,1
Bukan nya di permudah malah di persulit !,1
Good,5
Good,4
Connected,5
Mantapsss,5
Sangat bagus untuk para job seeker,5
Mantap,5
"Verification tolol yang buat apk, gak bisa masuk",1
Great,5
Apasih Kok gajelas verivikasi nya salah mulu Cape gw anjir tebak gambar ga udah udah Gajadi dah make linkedin ribet,5
Aplikasi banyak membantu,5
LinkedIn sekarang seperti FB. Tautan banyak berbau politik terutama sejak event Forman E. Bicara politik silahkan gunakan aplikasi lain.,1
Teralalu susah blok verifikasi gambarnya..,2
Good,5
Verry good,5
Bagus,4
Bagus,5
Mudah untuk mendapatkan informasi,5
Saya ndaftar tpi kenapa isinya Inggris semua.,3
Tidak jelas,1
"Bintang satu dulu,, ga bisa verifikasi, gagal terus, padahal klik gambarnya udah bener",1
Baik,5
"Susah banget teka teki nya untuk memeriksa keamanan yg sentuh gambar yg menghadap ke atas, tadi aku coba betul pas selesai malah pasword saya yg salah nggak jelas 😅😅, terus ngulang lagi",1
Bagus,5
Ok,5
In sukses,5
Being profesional is my habit,5
Oi developer_- knp sulit banget verifikasi gambarnya ya hadap ke atas apa ke bawah salah semua meski dah di miring in layar juga,2
"BUKAN MEMBANTU TAPI MENYUSAHKAN. TEBAK GAMBAR, CARA LOG IN TERLALU BERTELE TELE.. APLIKASI YANG SAYA HARAP CEPAT DI HAPUSKAN. PEMBODOHAN PUBLIC.. TEMAN DAN SEMUA KELUARGA SAYA. SAYA TIDAK ANJURKAN MEMILIH APLIKASI INI..",1
Ribet. Pake banget Bukan ngebantu tapi ngebatu bikin kesel,1
Yeah fantasty dinesty good like this full peaople fire and puy people good like ... life for you nice ok,5
Baik,5
Mast saya kasih bintang 1 kenapa harus pakai keamanan mana harus tebak gambar lalu salah lagi😑😫,1
Qw ew ini adalah beberapa e,3
Ok,4
bagus babget,5
Mempermudah mencari kerja,4
R.porì,1
"Gak ngerti banget sma pemeriksaan kemanan nya, no 1-4 ngasal pun ttp di acc tpi pas yg terakhir serius jg salah mulu . Heran sumpah🙂",1
Coba dulu yah,4
Mantap,5
Ok,5
👍,5
Suka dengan LinkedIn untuk komunikasi dengan teman dan sharing pekerjaan sesuai kualifikasi,4
"Bikin tes keamanan kenapa ribet amat :'), saya mau cari kerja malah gabisa lewatin tes tebak gambar gajelas gini.",1
Msntap jg ada apl in,5
"Sistemnya ribet,lo mau nyediain aplikasi lowker atau aplikasi pisikotes...",1
Tambah jaringan dan informasi,4
"Aplikasi jelek banget, verifikasi ribet banget, belum lagi mau verif kode otp malah aplikasi lain seperti aplikasi pinjol yg masuk",1
Bravo,5
"Aplikasinya tidak bisa instal, mentok di 91%",1
No comment,3
"teka teki yg sulit di pahami , udah coba 1 1 juga salah bingung sama teka teki verifikasi",1
Bagus dan ada psikotesnya lewat gambar,4
Ok,5
Marabika Mitra Global di Sumarorong Kab Mamasa PROV Sulbar.,2
APLIKASI DABLEG BARU LOGIN AJA SURUH NEBAK KODOK BEGO,1
Verivikasi keamanannya ribet. Bikin pusing,1
SPG SEPATU PT DODO GARMEN PT MENTARI MULIA BERJANGK,5
Aplikasi ngerjain orang doang masa tembak gambar untuk masuk udah bener tetep aja disalahin tolonglah kalau buat aplikasi yg mudah buat masuknya.!!,2
"SISTEM VERIFIKASI YANG BENER LAH,SURUH JAWAB YANG MADEP ATAS KURANG TEPAT,YANG CEKLIS YANG POSISI BERDIRI NORMAL,DIJAWAB YANG BERDIRI NORMAL,KURANG TEPAT JUGA. TERUS GIMANA KOCAK",1
Mantap,5
"Ko aplikasi ini nambah gax Jlassnya aja, sdh Jlass² kata sandy nya bnr, malah trusss Ferivikasi brulang². Ydh jgn di Download",1
👍,4
Apk busuk bikin emosi 😡,1
"Bagus, cuman atas pemberitahuan ""orang menyukai ulasan anda"" setelah di klik tidak menuju ulasan kita.",4
Lanjutkan,5
Knapa gk bisa verifikasi,1
Susah bgt utk verifikasinya.tilong dipermudah.tq,1
"Mau masuk aja susah najis,",1
Sangat membantu menggunakan aplikasi ini,5
Mantab,5
"Sangat sulit mengupload dokumen sertifikat, sortirnya tidak bisa keinginan user",1
Terbaik,5
Mantap,5
Very good,5
Ok,5
platform ribet,1
Mantapppppp benerrrr,5
Mantap,5
Bangke ni apk bikinn emosi naik aja,1
Linkedin mantap,5
Good,5
Bermanfaat,5
Lamar pekerjaan jadi mudah hanya di LinkedIn,5
😑,3
Ok,5
⁸4o5,1
Nice,5
Mau daftar verifikasi setengah modar 😂,1
Kenapa di android aneh bgt ya,1
Top,5
Ga jelas teka2 tekinya..uninstal ajalah,2
Good,5
Aplikasi yang paling mengesalkan yg pernah ada.,1
Buat cari loker,5
Ga masuk aja,1
"Paling buruk!!!!! segala harus teka teki udah sejeman tapi masih sama sampe harus reset password aja harus teka teki juga, kalo mau nyusahin bilang aja",1
Kerenn,5
Elrty,5
Ih bagus banget,5
Mau download tp rata2 bintang 1 survey nya,1
Bagus,5
Mudah-mudahan ada cintanya,4
"Kesel banget deh sama linkidn pas verif susaaaah banget, harusnya ngegampangin orang ini malah nyusahin orang:)",1
Bagus,4
"Udah ribet, spam terus di email, dari 2018 sebelum lulus loh, apply ndak ada kelanjutan, malah banyak spam email",1
Sangat bagus untuk kalangan pencari kerja,5
Sangat membantu,5
LinkedIn buat verifikasi aja ribet nauzubillah... Ini mah ga bermutu banget yang pinter dikit napa😏,1
bagus,2
keren,5
"ujung-ujung nya ada CALO yg mnta adm duluan, lu kira ini jaman kompeni..",2
Habib sholikhin,3
Losss,5
👍,5
Qaàq?u/ u u u u u xxt,3
Cukup Bagus,5
Good,5
Sangat bermanfaat buat menambah pengetahuan dan wawasan,5
Great,5
Ok,5
Sangat bermanfaat,5
Bagus,5
Ok,5
Good,5
Sangat membantu Job Seeker,5
Ribedin orang pakai tebak gambar segala,1
Mau masuk aja ribet banget,1
"Ok, Terimakasih bergabung..Koneksi jaringan",5
TDK suka dengan verifikasi keamanannya. Mending diberi teka teki tunjuk sebuah benda seperi verifikasi keamanan google untuk menghindari robot. Kenapa harus cari gambar² hewan menghadap ke atas?? Ujung-ujungnya salah terus. Mohon diperbaiki,1
So far so good👌👍,5
Ok,5
Bagus,5
Sangat Puas sama app ini 👍👍,5
klo mau memberi berilah yg mudah jgn yg ribet kasihan yg tua gx tau,3
Blm pernah dpt kerjaan dr Linked lowongan padahal banyak hadeuhhh...,1
Nice,5
Dimana ada ke mauan di situ ada jalan... Perjuangan tidak akan menghianati hasil. 😇😊😉,4
Mantul,5
Mantap linkedln,5
Cakep,5
Mantap,5
Sejak 2010 💕👨‍👩‍👧,4
Mantap 👍,5
Ok bgt,5
"Linkedim,. Aku beri reting bintang tiga,kenapa malah sulit sinyalnya, banding",3
Good,5
Good,5
"Aplikasi plg gajelas yg prnh gw download,mau login aja dipersulit sama chatcha",1
Ok,5
Hy oe4dt,4
Siip,5
Keren,5
Ok n top,5
Ok,5
Top,5
This link good to me,5
👋😊Tingkatkan Terus Ya Linkedln⭐⭐⭐⭐⭐👌👍,5
Mantap,4
"Sangat bermanfaat, untuk menambah relasi dan wawasan",5
hayo,5
"Kalo memang membantu beri yang termudah .jgn dibuat ribet segala lewatin tebak gambar ..berapa kali sudah coba gagal terus ... Manusia punya otak juga , tapi soal kerja bukan dengan itu untuk menekan kita manusia yg berproduktif ... Kecewaaa Linkedln",1
Sangat bagus,5
"Baik,dan membantu",5
Very good aps,5
Muantabbbek... 👍,5
LinkedIn sangat membantu saya dalam mendapatkan pekerjaan impian saya. Cari kerja? LinkedIn aja!,5
Good 👍 harapan bisa dikembangkan utk mempermudah user 😁,5
Woke,5
Good,5
Good apk,5
Good platform for jobseekers,5
👍👍,5
Good,5
Sangat memuaskan,5
Good connection,5
Sangat bagus,5
Verry good,5
Bagus banget,5
Mantaaapp,3
Mantap,5
Good,3
Sangat membantu untuk mendapatkan informasi penting,5
Fine,5
Sangat membantu,5
bagus,5
Sangat buruk..verifikasinya gagal terus sama saja mempersulit orang..tolong diperbaiki min🤬,1
"When I was going to verify the image, I tried 10 times and it never worked, even though it was correct. Intention to make it easier to find work but has been broken by a situation like this. Please fix bugs and make it easy for us🙏",1
Sangat puas,5
Good,5
"Sertivikat pengalaman kerja,sio masih aktif",4
Susah masuk ya...terlalu ribet,1
Sagat bagus,5
When editing my privacy settings why suddenly redirected to a job search page?,2
Mantap sekali,5
Ok,5
Saya santri dari pondok pesantren amanatul ummah sekarang sedah menempuh pendidikan sebagai mahasiswa di Universitas ciputra surabaya,4
OMG mau login aja kode capcahnya eror Mulu emosi,1
Staff PPIC Supervisor Shipping General Admin,5
Goof,5
Very helpful,5
Sngat bermanfaat,5
Berhenti buat aplikasi jika cuma mau verifikasi data aja susah 👎👎👎👎,1
Ok,3
"Sangat baik,membantu memberi ruang para pencaker dan recruiter untuk saling berkoneksi",5
Sangat membantu,4
Sangat banyak kemungkinan lowongan pekerjaan nya.,4
Aplikasi paling ribet,1
Jempol,5
Ok,4
lumayan👍,4
Semakin luas dan tetap beruntung terhubung terlindungi privasi saya dengan lebih baik lebih aman lebih memuaskan,5
Baru mencoba,3
"N,ñt",2
"LinkedIn sangat informatif ,profesional,mudah digunakan,sederhana,lengkap dan memiliki tantangan baru dalam mencari pekerjaan",5
Ok,5
Sangat membantu dalam mencari lapangan pekerjaan dan bisnis,5
"Kesel banget sumpah sm Linkedln skrg, tahap verifikasinya gagal trs.. logika aja klo kita bukan manusia melainkan hewan kan gak mungkin bisa login tolol.. tolong perbaiki lg ya.. kecewa akut!",1
Belum pernah punya pengalaman mendapatkan pekerjaan dari Linkedn,3
Jozz,5
"Udah kode captchanya gagal terus, masuk juga tida bisa. Parah tolong diperbaiki masalah loginnya. Belum aja lamar kerja yang sulit, masuk aplikasi ini udah sulit duluan.",1
Good jobs,5
Ngelamar nya gimana sih klo make aplikasi ni padahal saya udh daftar aplikasi ini tidk ada bacaan melamar pekerjaan klo bisa lowongan kerja nya buat tamatan SMK yg usia nya udh engga muda lagi,1
"Sampah,,mau daftar malah bikin kesel tolong perbaiki chapta nya dong",2
Jelek,1
Sangat membantu untuk mendapatkan peluang pekerjaan impian,4
Verifikasi nya ga jelas. Maaf ya saya uninstall aja,1
"Gila terfokus bahasa inggris, nggak ada filter bahasa begara sendiri...",1
Bagus,5
Mantap,5
"Cari gambar menghadap ke atas dengar benar??? Gambar nya ajah mengahadap dengan benar semua. Aneh nih, kenapa bukan gambar kaya lalu lintas / zebra cros / jembatan / mobil",1
Susah banget login nya gk di acc,2
Sungguh baik,5
Ok,4
Sangat Bagus,5
Terima kasih sudah bisa bergabung,5
Keamanan terlalu ribet... Sudah beut cara buat akunnya. Bete ah.,1
Nice App,5
Ok,4
👌👌👌,5
Mantap,5
👍,4
"8.4h Itu mobil apaivf @? , 5 dĺprsp t,y6ŕ",2
Job vacancy on board ship,5
Mudah untuk mencari pekerjaan,5
Mantap,5
"Sumpah kesel banget😭niat hati mau daftar ke LinkedIn tapi jadi ngga mood, banyak problem di aplikasi nya. Pertama saya mau daftar lewat website nya tapi pas tahap verifikasi gagal terus padahal sudah sesuai tapi gagal terus sampe pegel nih. Kedua niat hati download aplikasinya supaya lebih mudah eh malah nambah kesel karena ngga bisa daftar terus stuck pas daftarkan email dan password. Ini tolong dong sebagai pengguna baru saya sangat kecewa. Tolong diperbaiki yah dari pihak LinkedIn 🙏.",1
